City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
701,Raga,8.4596,25.678,78.69,27,90,4.21,SS,overcast clouds
702,Rincon,32.296,-81.2354,68.0,49,1,11.5,US,clear sky
703,Gokak,16.1667,74.8333,68.0,77,20,2.15,IN,few clouds
704,Bahia Blanca,-38.7196,-62.2724,74.34,60,8,12.1,AR,clear sky
705,Andrews,32.3187,-102.5457,82.4,6,1,17.27,US,clear sky
706,Paralimni,35.0375,33.9833,64.0,67,0,6.91,CY,clear sky
707,Sangueya,10.7,-14.3667,75.0,92,5,4.14,GN,clear sky
708,Tambopata,-12.7333,-69.1833,72.88,96,44,1.12,PE,scattered clouds
709,Dalby,-27.1833,151.2667,78.01,60,77,1.01,AU,broken clouds
710,Bodden Town,19.2833,-81.25,79.0,73,20,10.36,KY,few clouds
711,Kaputa,-8.4689,29.6619,68.09,90,85,5.66,ZM,overcast clouds
712,Placerville,38.7296,-120.7986,68.0,39,1,4.61,US,clear sky
